,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,dt_year,dt_month,dt_dayofweek,AgeuponOutcome_days,sex,desexed,Breed_is_mix,dogsize
3121,A686286,Jynx,2014-08-30 13:46:00,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black,2014,8,5,150.0,Female,Yes,True,u
3122,A685078,Buddy,2014-08-07 12:49:00,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,White/Black,2014,8,3,1095.0,Male,Yes,True,s
3123,A701307,Beatrice,2015-05-26 17:17:00,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby,2015,5,1,730.0,Female,Yes,True,u
3124,A691704,Zander,2014-11-18 17:01:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,2014,11,1,60.0,Male,No,True,u
3125,A699293,Gerome,2015-03-29 15:26:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black/White,2015,3,6,14.0,Male,No,True,u
3126,A713380,Muneca,2015-10-09 18:23:00,Return_to_owner,,Dog,Spayed Female,1 year,Miniature Poodle Mix,White,2015,10,4,365.0,Female,Yes,True,s
3127,A684615,Goose,2014-08-21 14:20:00,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan,2014,8,3,365.0,Male,Yes,True,s
3128,A682422,,2014-07-04 18:42:00,Transfer,Partner,Dog,Intact Male,4 months,Labrador Retriever/Australian Kelpie,Brown,2014,7,4,120.0,Male,No,False,m
3129,A694550,,2015-01-03 14:54:00,Transfer,Partner,Dog,Intact Male,3 years,Anatol Shepherd Mix,Brown/White,2015,1,5,1095.0,Male,No,True,l
3130,A682996,,2014-07-09 18:18:00,Adoption,,Dog,Neutered Male,3 years,Chihuahua Longhair Mix,Chocolate,2014,7,2,1095.0,Male,Yes,True,s
3131,A668174,,2013-12-04 19:03:00,Adoption,,Dog,Neutered Male,6 years,Miniature Schnauzer,Black,2013,12,2,2190.0,Male,Yes,False,s
3132,A702944,Raphaela,2015-06-26 18:25:00,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue Tabby/White,2015,6,4,60.0,Male,Yes,True,u
3133,A705688,Channel,2015-06-20 17:48:00,Transfer,Partner,Dog,Spayed Female,7 years,Lhasa Apso Mix,White/Tan,2015,6,5,2555.0,Female,Yes,True,s
3134,A713013,,2015-10-06 17:58:00,Adoption,,Dog,Neutered Male,9 months,Chihuahua Shorthair/Dachshund,Buff,2015,10,1,270.0,Male,Yes,False,s
3135,A692293,,2014-11-18 15:33:00,Transfer,Partner,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Tricolor,2014,11,1,30.0,Male,No,True,s
3136,A707763,Tinkerbell,2015-07-19 13:48:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Cream Tabby,2015,7,6,60.0,Female,Yes,True,u
3137,A699442,Quentin,2015-04-08 13:14:00,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Black/White,2015,4,2,730.0,Male,Yes,True,u
3138,A713190,Coca,2015-10-05 17:14:00,Return_to_owner,,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,White/Black,2015,10,0,365.0,Female,Yes,True,s
3139,A702392,Kermit,2015-06-14 12:24:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,2015,6,6,60.0,Male,Yes,True,u
3140,A666873,,2013-11-08 15:48:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue,2013,11,4,14.0,Male,No,True,u
3141,A674095,Penelope,2014-03-08 19:05:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico,2014,3,5,365.0,Female,No,True,u
3142,A711622,,2016-01-08 14:49:00,Adoption,Foster,Dog,Neutered Male,5 months,Labrador Retriever Mix,Black/White,2016,1,4,150.0,Male,Yes,True,m
3143,A691625,Freya,2014-12-05 18:02:00,Adoption,,Dog,Spayed Female,1 year,Catahoula Mix,Brown/White,2014,12,4,365.0,Female,Yes,True,u
3144,A696093,,2015-01-30 09:00:00,Transfer,SCRP,Cat,Intact Male,5 months,Domestic Shorthair Mix,Cream Tabby/White,2015,1,4,150.0,Male,No,True,u
3145,A664916,Phoenix,2013-10-16 17:12:00,Transfer,Partner,Dog,Intact Male,1 year,Pug Mix,Brown/White,2013,10,2,365.0,Male,No,True,s
3146,A692898,Onyx,2014-12-07 17:18:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White,2014,12,6,90.0,Female,Yes,True,u
3147,A691252,Sasha,2014-11-03 15:55:00,Return_to_owner,,Dog,Spayed Female,4 years,Labrador Retriever Mix,Tan,2014,11,0,1460.0,Female,Yes,True,m
3148,A674784,Siesta,2014-04-15 17:03:00,Adoption,Foster,Dog,Spayed Female,1 month,Chihuahua Shorthair/Dachshund Wirehair,Black/White,2014,4,1,30.0,Female,Yes,False,s
3149,A704142,,2015-06-02 09:32:00,Euthanasia,Suffering,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Orange Tabby,2015,6,1,4380.0,Female,Yes,True,u
3150,A682518,Loco,2014-07-20 15:15:00,Adoption,,Cat,Intact Male,1 month,Domestic Longhair Mix,Black/White,2014,7,6,30.0,Male,No,True,u
3151,A674891,,2014-03-20 14:29:00,Transfer,Partner,Dog,Intact Female,4 weeks,Chow Chow Mix,Brown,2014,3,3,28.0,Female,No,True,m
3152,A708747,Zeus,2015-08-14 14:51:00,Return_to_owner,,Dog,Intact Male,10 months,Pit Bull Mix,Brown Brindle/White,2015,8,4,300.0,Male,No,True,m
3153,A668890,,2013-12-16 12:25:00,Transfer,Partner,Dog,Spayed Female,4 months,Beagle Mix,Red/White,2013,12,0,120.0,Female,Yes,True,m
3154,A664578,Rufus,2014-01-03 17:19:00,Transfer,Partner,Dog,Neutered Male,4 years,Pit Bull,Black Brindle/White,2014,1,4,1460.0,Male,Yes,False,m
3155,A679651,Boogie,2014-06-17 16:35:00,Adoption,,Dog,Neutered Male,6 months,Chihuahua Shorthair Mix,Tan/White,2014,6,1,180.0,Male,Yes,True,s
3156,A652729,Yoda,2013-10-08 16:57:00,Transfer,Partner,Dog,Neutered Male,7 months,Kuvasz/Labrador Retriever,White,2013,10,1,210.0,Male,Yes,False,l
3157,A687631,,2014-09-08 11:06:00,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Calico/Black,2014,9,0,7.0,Female,No,True,u
3158,A686397,,2014-08-21 15:37:00,Transfer,Partner,Dog,Intact Female,1 month,Plott Hound Mix,Black/Brown Brindle,2014,8,3,30.0,Female,No,True,m
3159,A677091,Zelda,2014-06-29 16:00:00,Adoption,,Cat,Spayed Female,4 months,Siamese,Flame Point,2014,6,6,120.0,Female,Yes,False,u
3160,A678716,Will,2014-06-29 19:00:00,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby/White,2014,6,6,60.0,Male,Yes,True,u
3161,A697927,,2015-04-22 10:04:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,2015,4,2,60.0,Male,Yes,True,u
3162,A713661,Coco,2015-12-08 18:16:00,Return_to_owner,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White,2015,12,1,730.0,Female,Yes,True,m
3163,A705781,Heihachi,2015-06-23 19:15:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Brown Tabby,2015,6,1,14.0,Male,No,True,u
3164,A701937,Azul,2015-05-12 12:12:00,Transfer,Partner,Dog,Neutered Male,5 months,Pit Bull Mix,Blue/White,2015,5,1,150.0,Male,Yes,True,m
3165,A679952,Howard,2014-07-08 14:47:00,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Flame Point,2014,7,1,60.0,Male,Yes,True,u
3166,A641381,Doggie Doo,2015-02-12 17:30:00,Return_to_owner,,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Brown,2015,2,3,2920.0,Female,Yes,True,s
3167,A697230,Minena,2015-02-20 17:35:00,Euthanasia,Suffering,Cat,Intact Female,9 years,Domestic Shorthair Mix,Black,2015,2,4,3285.0,Female,No,True,u
3168,A682652,,2014-07-01 11:45:00,Transfer,Partner,Dog,Intact Male,2 months,Siberian Husky/German Shepherd,White,2014,7,1,60.0,Male,No,False,m
3169,A694680,,2015-01-03 09:00:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Orange Tabby/White,2015,1,5,365.0,,,True,u
3170,A705950,Desmond,2015-10-09 15:37:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,2015,10,4,730.0,Male,Yes,True,m
3171,A718505,Nortina,2016-01-06 00:00:00,Transfer,Partner,Dog,Spayed Female,3 years,Jack Russell Terrier Mix,Tricolor,2016,1,2,1095.0,Female,Yes,True,s
3172,A683703,Ruckus,2014-09-17 07:59:00,Adoption,Foster,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,White/Brown,2014,9,2,1825.0,Male,Yes,True,s
3173,A671669,Matty,2014-09-10 14:02:00,Adoption,,Dog,Neutered Male,1 year,Rottweiler Mix,Black/Brown,2014,9,2,365.0,Male,Yes,True,m
3174,A667395,Diego,2013-11-27 16:11:00,Return_to_owner,,Dog,,7 years,Dachshund,Brown Merle,2013,11,2,2555.0,,,False,s
3175,A696641,,2015-02-13 18:18:00,Adoption,,Dog,Spayed Female,3 years,Norwich Terrier/Border Terrier,Tricolor,2015,2,4,1095.0,Female,Yes,False,s
3176,A689236,,2014-10-02 14:36:00,Transfer,Partner,Dog,Unknown,1 day,Labrador Retriever Mix,Black/White,2014,10,3,1.0,,,True,m
3177,A701991,Ursa,2015-05-07 17:14:00,Euthanasia,Aggressive,Dog,Intact Female,5 years,Pit Bull Mix,Chocolate/White,2015,5,3,1825.0,Female,No,True,m
3178,A670494,Gus,2014-01-12 17:10:00,Return_to_owner,,Dog,Neutered Male,6 years,Dachshund Mix,Red,2014,1,6,2190.0,Male,Yes,True,s
3179,A694432,Belle,2015-01-01 17:51:00,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Calico,2015,1,3,1095.0,Female,Yes,True,u
3180,A704217,Coqueta,2015-06-02 19:37:00,Transfer,Partner,Dog,Intact Female,3 months,German Shepherd Mix,Black/Tan,2015,6,1,90.0,Female,No,True,l
3181,A675627,Peeta,2014-04-19 13:14:00,Adoption,,Dog,Neutered Male,10 months,Plott Hound/Boxer,Brown Brindle/White,2014,4,5,300.0,Male,Yes,False,m
3182,A696399,Kirby,2015-02-15 11:09:00,Return_to_owner,,Dog,Spayed Female,2 years,Basset Hound/Labrador Retriever,Brown,2015,2,6,730.0,Female,Yes,False,m
3183,A691435,Yeshua,2014-11-10 18:47:00,Adoption,,Dog,Spayed Female,9 months,Great Pyrenees Mix,White,2014,11,0,270.0,Female,Yes,True,l
3184,A669833,,2013-12-28 14:07:00,Transfer,Partner,Dog,Intact Female,2 months,German Shepherd Mix,Black/Red,2013,12,5,60.0,Female,No,True,l
3185,A707460,Buster,2015-07-21 19:30:00,Adoption,,Dog,Intact Male,3 months,Australian Cattle Dog Mix,Black/White,2015,7,1,90.0,Male,No,True,m
3186,A671862,Shippo,2014-02-04 17:08:00,Adoption,,Dog,Neutered Male,3 months,Dachshund/Chihuahua Shorthair,Buff,2014,2,1,90.0,Male,Yes,False,s
3187,A701949,Darren,2015-05-31 12:21:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White,2015,5,6,60.0,Male,Yes,True,u
3188,A677621,,2014-04-27 12:15:00,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Black,2014,4,6,3.0,,,True,u
3189,A679423,,2014-05-22 19:11:00,Transfer,SCRP,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Orange Tabby,2014,5,3,1460.0,Female,Yes,True,u
3190,A710131,Angie,2015-08-18 15:59:00,Euthanasia,Suffering,Cat,Intact Female,17 years,Domestic Longhair Mix,Tortie,2015,8,1,6205.0,Female,No,True,u
3191,A716988,Dale,2015-12-08 12:52:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White,2015,12,1,60.0,Male,No,True,u
3192,A711387,Moe,2015-09-14 13:43:00,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/Black,2015,9,0,730.0,Male,Yes,True,s
3193,A707886,Ladybug,2015-07-26 17:57:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,2015,7,6,60.0,Female,Yes,True,u
3194,A685157,Sombra,2014-08-29 11:43:00,Adoption,Foster,Dog,Spayed Female,2 months,Labrador Retriever/Pit Bull,Black/White,2014,8,4,60.0,Female,Yes,False,m
3195,A702176,,2015-05-10 18:36:00,Died,In Kennel,Cat,Intact Female,0 years,Domestic Longhair Mix,White/Brown Tabby,2015,5,6,0.0,Female,No,True,u
3196,A680937,Hank,2014-06-23 12:51:00,Adoption,,Dog,Neutered Male,6 years,Australian Cattle Dog Mix,Blue Merle,2014,6,0,2190.0,Male,Yes,True,m
3197,A462504,Lady Bug,2014-09-08 15:12:00,Adoption,,Dog,Spayed Female,9 years,Pit Bull Mix,Red/White,2014,9,0,3285.0,Female,Yes,True,m
3198,A709240,,2015-08-12 17:17:00,Adoption,,Cat,Neutered Male,2 months,Snowshoe Mix,Seal Point,2015,8,2,60.0,Male,Yes,True,u
3199,A686645,,2014-08-28 17:59:00,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair/Jack Russell Terrier,Tan/White,2014,8,3,60.0,Female,Yes,False,s
3200,A694791,Sophie,2015-01-05 13:01:00,Transfer,Partner,Cat,Intact Female,8 months,Siamese,Lynx Point,2015,1,0,240.0,Female,No,False,u
3201,A707234,,2015-07-15 18:42:00,Adoption,,Dog,Spayed Female,2 years,Boxer Mix,Red/White,2015,7,2,730.0,Female,Yes,True,m
3202,A681777,,2014-06-25 17:09:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,2014,6,2,60.0,Female,Yes,True,u
3203,A675065,Persephone,2014-03-28 11:43:00,Adoption,,Dog,Spayed Female,2 months,Manchester Terrier Mix,Tricolor/White,2014,3,4,60.0,Female,Yes,True,s
3204,A705478,Turtle Cake,2015-07-28 14:38:00,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Tortie,2015,7,1,150.0,Female,Yes,True,u
3205,A707116,Heidi,2015-09-29 14:41:00,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever/Chinese Sharpei,White/Brown,2015,9,1,365.0,Female,Yes,False,m
3206,A681262,,2014-06-15 19:12:00,Transfer,SCRP,Cat,Intact Female,10 months,Domestic Shorthair Mix,Calico,2014,6,6,300.0,Female,No,True,u
3207,A718391,,2015-12-29 13:30:00,Transfer,Partner,Cat,Unknown,10 years,Domestic Longhair Mix,Brown Tabby,2015,12,1,3650.0,,,True,u
3208,A713541,Paulie,2015-10-12 13:27:00,Adoption,,Dog,Spayed Female,10 years,Miniature Poodle Mix,Black,2015,10,0,3650.0,Female,Yes,True,s
3209,A682404,Kyle,2014-08-15 12:17:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby/White,2014,8,4,60.0,Male,Yes,True,u
3210,A713223,,2015-10-08 17:44:00,Transfer,Partner,Dog,Intact Female,6 years,Chihuahua Shorthair Mix,White/Tan,2015,10,3,2190.0,Female,No,True,s
3211,A684027,Lili,2014-10-02 09:16:00,Adoption,Foster,Cat,Spayed Female,8 years,Ragdoll Mix,Lynx Point,2014,10,3,2920.0,Female,Yes,True,u
3212,A703216,Chispa,2015-05-22 18:12:00,Return_to_owner,,Dog,Spayed Female,4 months,Miniature Poodle Mix,White/Gray,2015,5,4,120.0,Female,Yes,True,s
3213,A690660,,2014-10-27 12:10:00,Transfer,Partner,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Sable,2014,10,0,1825.0,Female,No,True,s
3214,A674244,Shelby,2014-03-30 18:49:00,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/Brown,2014,3,6,60.0,Female,Yes,True,m
3215,A720888,Panchas,2016-02-21 13:29:00,Adoption,,Dog,Spayed Female,8 months,Chow Chow Mix,Black,2016,2,6,240.0,Female,Yes,True,m
3216,A711368,,2015-09-05 18:43:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White,2015,9,5,14.0,,,True,u
3217,A677902,Jasper,2014-05-02 17:26:00,Return_to_owner,,Dog,Neutered Male,7 months,Boxer/Pointer,Tan/White,2014,5,4,210.0,Male,Yes,False,m
3218,A687674,,2014-09-08 16:39:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White,2014,9,0,21.0,Female,No,True,u
3219,A716368,,2015-12-17 11:32:00,Adoption,Foster,Dog,Neutered Male,1 month,Boxer Mix,Sable/White,2015,12,3,30.0,Male,Yes,True,m
3220,A714884,Billie Jean,2015-11-16 13:32:00,Transfer,Partner,Dog,Spayed Female,2 years,Jack Russell Terrier Mix,Black/White,2015,11,0,730.0,Female,Yes,True,s
3221,A708828,Teri,2015-08-08 14:25:00,Transfer,Partner,Cat,Unknown,1 month,Domestic Shorthair Mix,Brown Tabby/White,2015,8,5,30.0,,,True,u
3222,A703335,Wilson,2015-05-26 17:17:00,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black,2015,5,1,730.0,Male,No,True,u
3223,A708834,,2015-11-03 10:22:00,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White,2015,11,1,90.0,Female,Yes,True,u
3224,A693022,Lady,2014-12-04 17:02:00,Transfer,Partner,Dog,Spayed Female,7 years,Labrador Retriever Mix,Black,2014,12,3,2555.0,Female,Yes,True,m
3225,A566868,Mayhem,2014-09-26 11:03:00,Return_to_owner,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,2014,9,4,365.0,Female,Yes,True,m
3226,A652606,Tux,2013-10-12 19:10:00,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black/White,2013,10,5,180.0,Male,Yes,True,u
3227,A530460,Koko,2015-08-07 15:47:00,Return_to_owner,,Dog,Spayed Female,7 years,St. Bernard Rough Coat Mix,Black/Tricolor,2015,8,4,2555.0,Female,Yes,True,l
3228,A713491,Boo!,2015-11-01 19:00:00,Adoption,,Cat,Neutered Male,1 month,Domestic Longhair Mix,Brown Tabby,2015,11,6,30.0,Male,Yes,True,u
3229,A584195,Bryson,2014-03-02 15:44:00,Return_to_owner,,Dog,Neutered Male,4 years,Blue Lacy/Beagle,Fawn/White,2014,3,6,1460.0,Male,Yes,False,u
3230,A677087,Marco,2014-09-07 16:07:00,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby/White,2014,9,6,150.0,Male,Yes,True,u
3231,A706843,Bobi,2015-07-15 17:08:00,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair/Dachshund,Brown,2015,7,2,1095.0,Male,Yes,False,s
3232,A661783,Gwen,2013-10-08 16:00:00,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Brown Tabby/White,2013,10,1,90.0,Female,Yes,True,u
3233,A717131,Minx,2015-12-16 13:00:00,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair/Manx,Brown Tabby,2015,12,2,60.0,Female,No,False,u
3234,A703361,Harry,2015-07-10 13:49:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,2015,7,4,60.0,Male,Yes,True,u
3235,A665968,Manchitas,2013-10-28 12:58:00,Transfer,Partner,Dog,Spayed Female,3 years,Dachshund,Blue Merle/White,2013,10,0,1095.0,Female,Yes,False,s
3236,A668712,,2013-12-09 16:09:00,Transfer,SCRP,Cat,Intact Female,7 months,Domestic Shorthair Mix,Brown Tabby,2013,12,0,210.0,Female,No,True,u
3237,A681031,Cali,2014-06-17 14:41:00,Return_to_owner,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Torbie/White,2014,6,1,150.0,Female,Yes,True,u
3238,A686693,Chata,2014-09-01 15:51:00,Adoption,,Dog,Spayed Female,3 years,English Bulldog Mix,Brown Brindle/White,2014,9,0,1095.0,Female,Yes,True,m
3239,A694072,,2014-12-19 17:35:00,Euthanasia,Suffering,Cat,Unknown,1 year,Domestic Medium Hair Mix,Blue,2014,12,4,365.0,,,True,u
3240,A708835,,2015-12-16 09:27:00,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White,2015,12,2,120.0,Female,Yes,True,u
3241,A717961,Jester,2016-01-29 16:22:00,Transfer,Partner,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White,2016,1,4,1095.0,Male,Yes,True,m
3242,A696598,,2015-02-08 11:31:00,Euthanasia,Suffering,Cat,Intact Male,1 year,Domestic Medium Hair Mix,Gray Tabby,2015,2,6,365.0,Male,No,True,u
3243,A666100,Sandy,2013-10-28 11:57:00,Return_to_owner,,Dog,Intact Female,9 years,Labrador Retriever/Pit Bull,Red/White,2013,10,0,3285.0,Female,No,False,m
3244,A706640,Bogart,2015-07-05 18:45:00,Adoption,,Dog,Neutered Male,2 months,Lhasa Apso/Dachshund,White,2015,7,6,60.0,Male,Yes,False,s
3245,A708900,,2015-08-03 09:00:00,Transfer,SCRP,Cat,Intact Male,3 years,Domestic Shorthair Mix,Brown Tabby,2015,8,0,1095.0,Male,No,True,u
3246,A703064,Peggy,2015-08-12 13:47:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,2015,8,2,90.0,Female,Yes,True,u
3247,A681703,Hailey 2,2014-06-19 15:38:00,Transfer,Partner,Dog,Intact Female,2 years,Shih Tzu/Havanese,White/Gray,2014,6,3,730.0,Female,No,False,s
3248,A692811,Apollo,2015-06-30 12:43:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black,2015,6,1,365.0,Male,Yes,True,m
3249,A664824,Bella,2014-07-18 15:05:00,Euthanasia,Aggressive,Dog,Spayed Female,5 years,German Shepherd Mix,Black,2014,7,4,1825.0,Female,Yes,True,l
3250,A703185,Sonny,2015-07-18 18:17:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,2015,7,5,60.0,Male,Yes,True,u
3251,A603239,Lucy,2015-04-28 11:06:00,Return_to_owner,,Dog,Spayed Female,4 years,Boxer Mix,Brown Brindle/White,2015,4,1,1460.0,Female,Yes,True,m
3252,A720452,Chivito,2016-02-13 11:19:00,Return_to_owner,,Dog,Neutered Male,1 year,Miniature Schnauzer Mix,White,2016,2,5,365.0,Male,Yes,True,s
3253,A695938,Callie,2015-01-31 18:19:00,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Tortie,2015,1,5,180.0,Female,Yes,True,u
3254,A715163,Ava,2015-11-10 17:53:00,Adoption,,Dog,Spayed Female,1 year,Beagle Mix,White/Brown Brindle,2015,11,1,365.0,Female,Yes,True,m
3255,A708033,Sadie,2015-07-23 18:08:00,Return_to_owner,,Dog,Spayed Female,1 year,Boxer Mix,Red,2015,7,3,365.0,Female,Yes,True,m
3256,A699311,Eames,2015-04-02 17:33:00,Return_to_owner,,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Black,2015,4,3,730.0,Female,Yes,True,l
3257,A680813,Goliath,2014-06-09 13:19:00,Return_to_owner,,Dog,Neutered Male,3 years,Labrador Retriever/American Bulldog,Black/White,2014,6,0,1095.0,Male,Yes,False,m
3258,A705124,,2015-06-14 09:00:00,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Black,2015,6,6,730.0,,,True,u
3259,A691370,Darby,2014-11-07 18:46:00,Transfer,Partner,Dog,Neutered Male,5 years,Dachshund Mix,Tricolor,2014,11,4,1825.0,Male,Yes,True,s
3260,A677961,Anubis,2014-05-24 15:31:00,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/White,2014,5,5,730.0,Male,Yes,True,s
3261,A693074,Paddy,2014-12-10 11:12:00,Return_to_owner,,Cat,Neutered Male,3 years,Domestic Longhair Mix,Black/White,2014,12,2,1095.0,Male,Yes,True,u
3262,A700746,,2015-04-20 14:20:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby,2015,4,0,21.0,Female,No,True,u
3263,A720232,Tucker,2016-02-15 13:50:00,Return_to_owner,,Dog,Neutered Male,1 year,American Foxhound,White/Red,2016,2,0,365.0,Male,Yes,False,l
3264,A670563,Mia,2014-09-18 15:37:00,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White,2014,9,3,365.0,Female,Yes,True,m
3265,A719548,Annelise,2016-01-24 18:45:00,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Blue/White,2016,1,6,60.0,Female,Yes,True,u
3266,A683345,Muffin,2014-07-10 18:59:00,Adoption,,Dog,Spayed Female,9 months,Soft Coated Wheaten Terrier/Labrador Retriever,Sable/Tan,2014,7,3,270.0,Female,Yes,False,s
3267,A681275,,2014-06-14 16:16:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby,2014,6,5,21.0,Male,No,True,u
3268,A707754,,2015-07-21 18:02:00,Adoption,,Cat,Spayed Female,2 months,Siamese Mix,Seal Point,2015,7,1,60.0,Female,Yes,True,u
3269,A676625,Gavin,2014-05-23 17:20:00,Adoption,Foster,Dog,Neutered Male,1 month,English Pointer Mix,Chocolate/White,2014,5,4,30.0,Male,Yes,True,u
3270,A673741,Oreo,2014-03-01 18:47:00,Return_to_owner,,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Gray,2014,3,5,730.0,Male,Yes,True,s
3271,A706916,Cafeara,2015-07-09 17:11:00,Return_to_owner,,Dog,Spayed Female,2 years,Miniature Pinscher Mix,Black,2015,7,3,730.0,Female,Yes,True,s
3272,A711828,Donald,2015-11-30 11:16:00,Transfer,Partner,Dog,Neutered Male,2 years,American Bulldog Mix,White/Tan,2015,11,0,730.0,Male,Yes,True,l
3273,A701984,,2015-07-19 19:25:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,2015,7,6,60.0,Male,Yes,True,u
3274,A703805,Bitsie,2015-08-29 14:14:00,Adoption,Offsite,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,2015,8,5,90.0,Female,Yes,True,u
3275,A692420,Fritter,2015-03-05 14:07:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan,2015,3,3,730.0,Male,Yes,True,s
3276,A698629,Azteca,2015-03-24 11:33:00,Return_to_owner,,Dog,Intact Male,2 years,Pit Bull Mix,Blue/Black,2015,3,1,730.0,Male,No,True,m
3277,A695520,,2015-01-21 16:59:00,Adoption,,Dog,Neutered Male,9 years,Chihuahua Shorthair Mix,Buff,2015,1,2,3285.0,Male,Yes,True,s
3278,A671390,Bodi,2014-02-03 18:40:00,Return_to_owner,,Cat,Spayed Female,2 years,Bengal Mix,Brown Tabby/Black,2014,2,0,730.0,Female,Yes,True,u
